-- open spool at Sat Oct 28 23:43:23 CEST 2017
Tables
-------------+--------------------------------+------------+---------+
 TABLE_SCHEM |           TABLE_NAME           | TABLE_TYPE | REMARKS |
 superdvlp   | Patrimoine                     | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Acte                | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Acte_PieceJointe    | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Adresse             | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Affectation         | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_amortissement       | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Assurance           | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Caracteristique     | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Classification      | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Evenement           | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Historique          | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Immobilisation      | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_ListeArticle        | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_PieceJointe         | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_PretTarification    | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_Taxe                | TABLE      | [NULL]  |
 superdvlp   | Patrimoine_TypeTaxe            | TABLE      | [NULL]  |
 superdvlp   | PatrimoineArticle              | TABLE      | [NULL]  |
 superdvlp   | PatrimoineControle_Affectation | TABLE      | [NULL]  |
 superdvlp   | PatrimoineControle_Historique  | TABLE      | [NULL]  |
 superdvlp   | PatrimoineControle_HistoVerif  | TABLE      | [NULL]  |
 superdvlp   | PatrimoineControle_Patrimoine  | TABLE      | [NULL]  |
 superdvlp   | PatrimoineElementDeclaratif    | TABLE      | [NULL]  |
 superdvlp   | PatrimoineEquipement           | TABLE      | [NULL]  |
 superdvlp   | PatrimoineEquipement_Caract    | TABLE      | [NULL]  |
 superdvlp   | PatrimoineLocation_PieceJointe | TABLE      | [NULL]  |
 superdvlp   | PatrimoineVehicule             | TABLE      | [NULL]  |
 superdvlp   | Pco_PieceJointe                | TABLE      | [NULL]  |
 superdvlp   | Periodicite                    | TABLE      | [NULL]  |
 superdvlp   | Photos                         | TABLE      | [NULL]  |
 superdvlp   | Pieces_Jointes                 | TABLE      | [NULL]  |
 superdvlp   | PPA                            | TABLE      | [NULL]  |
 superdvlp   | PPA_Exercice                   | TABLE      | [NULL]  |
 superdvlp   | PPA_Exercice_Patrimoine        | TABLE      | [NULL]  |
 superdvlp   | PPA_PieceJointe                | TABLE      | [NULL]  |
 superdvlp   | PreparationCdeStock            | TABLE      | [NULL]  |
 superdvlp   | PreparationCdeStock_Ligne      | TABLE      | [NULL]  |
 superdvlp   | PreparationConvocation         | TABLE      | [NULL]  |
 superdvlp   | PreparationConvocation_Ligne   | TABLE      | [NULL]  |
 superdvlp   | PretGroupeBeneficiaire         | TABLE      | [NULL]  |
 superdvlp   | PretGroupeBeneficiaire_Tiers   | TABLE      | [NULL]  |
 superdvlp   | PretNatureEvenement            | TABLE      | [NULL]  |
 superdvlp   | PretPreparation                | TABLE      | [NULL]  |
 superdvlp   | Priorite                       | TABLE      | [NULL]  |
 superdvlp   | Projet                         | TABLE      | [NULL]  |
 superdvlp   | Projet_PieceJointe             | TABLE      | [NULL]  |
 superdvlp   | Proprietaire_budget            | TABLE      | [NULL]  |
 superdvlp   | Qualification                  | TABLE      | [NULL]  |
 superdvlp   | referentiel_colis              | TABLE      | [NULL]  |
 superdvlp   | referentiel_type_colis         | TABLE      | [NULL]  |
 superdvlp   | ReferentielCodePostal          | TABLE      | [NULL]  |
 superdvlp   | ReferentielRue                 | TABLE      | [NULL]  |
 superdvlp   | ReleveTravaux                  | TABLE      | [NULL]  |
 superdvlp   | Role_Tiers                     | TABLE      | [NULL]  |
 superdvlp   | Rue                            | TABLE      | [NULL]  |
 superdvlp   | Section_Budget                 | TABLE      | [NULL]  |
 superdvlp   | Sequences                      | TABLE      | [NULL]  |
 superdvlp   | Service                        | TABLE      | [NULL]  |
 superdvlp   | SIG_Parametrage1               | TABLE      | [NULL]  |
 superdvlp   | SIG_Parametrage2               | TABLE      | [NULL]  |
 superdvlp   | Signataire                     | TABLE      | [NULL]  |
 superdvlp   | Sinistre                       | TABLE      | [NULL]  |
 superdvlp   | Sinistre_Caracteristique       | TABLE      | [NULL]  |
 superdvlp   | Sinistre_ORV                   | TABLE      | [NULL]  |
 superdvlp   | Sinistre_PieceJointe           | TABLE      | [NULL]  |
 superdvlp   | Sous_Famille                   | TABLE      | [NULL]  |
 superdvlp   | SPC_Badge                      | TABLE      | [NULL]  |
 superdvlp   | SPC_Carburant_Correspondance   | TABLE      | [NULL]  |
 superdvlp   | SPC_Chgt_Badge                 | TABLE      | [NULL]  |
 superdvlp   | SPC_Codes_Carburant            | TABLE      | [NULL]  |
 superdvlp   | SPC_Cuve                       | TABLE      | [NULL]  |
 superdvlp   | SPC_Prise                      | TABLE      | [NULL]  |
 superdvlp   | SPC_Station                    | TABLE      | [NULL]  |
 superdvlp   | Specialite                     | TABLE      | [NULL]  |
 superdvlp   | SuiviValidation                | TABLE      | [NULL]  |
 superdvlp   | Taches                         | TABLE      | [NULL]  |
 superdvlp   | Taches_PieceJointe             | TABLE      | [NULL]  |
 superdvlp   | Taille                         | TABLE      | [NULL]  |
 superdvlp   | Tarification                   | TABLE      | [NULL]  |
 superdvlp   | TarificationTranche            | TABLE      | [NULL]  |
 superdvlp   | Taux_heure_supp                | TABLE      | [NULL]  |
 superdvlp   | Taux_TVA                       | TABLE      | [NULL]  |
 superdvlp   | Tiers                          | TABLE      | [NULL]  |
 superdvlp   | Tiers_Adresse                  | TABLE      | [NULL]  |
 superdvlp   | Tiers_Affectation              | TABLE      | [NULL]  |
 superdvlp   | Tiers_Affectation_Secondaire   | TABLE      | [NULL]  |
 superdvlp   | Tiers_Assurance                | TABLE      | [NULL]  |
 superdvlp   | Tiers_Caracteristique          | TABLE      | [NULL]  |
 superdvlp   | Tiers_Conges                   | TABLE      | [NULL]  |
 superdvlp   | Tiers_Horaire                  | TABLE      | [NULL]  |
 superdvlp   | Tiers_Imputation               | TABLE      | [NULL]  |
 superdvlp   | Tiers_InfoBanque               | TABLE      | [NULL]  |
 superdvlp   | Tiers_PES_Categorie            | TABLE      | [NULL]  |
 superdvlp   | Tiers_PES_NatCat               | TABLE      | [NULL]  |
 superdvlp   | Tiers_PES_Nature               | TABLE      | [NULL]  |
 superdvlp   | Tiers_PieceJointe              | TABLE      | [NULL]  |
 superdvlp   | Tiers_Type_Activite            | TABLE      | [NULL]  |
 superdvlp   | TiersAgent                     | TABLE      | [NULL]  |
 superdvlp   | TiersAssociation               | TABLE      | [NULL]  |
 superdvlp   | TiersCollectivite              | TABLE      | [NULL]  |
 superdvlp   | TiersFournisseur               | TABLE      | [NULL]  |
 superdvlp   | TiersFournisseurCollectivite   | TABLE      | [NULL]  |
 superdvlp   | TiersListeDotation             | TABLE      | [NULL]  |
 superdvlp   | TiersMasse                     | TABLE      | [NULL]  |
 superdvlp   | TiersRole_Affectation          | TABLE      | [NULL]  |
 superdvlp   | TiersService                   | TABLE      | [NULL]  |
 superdvlp   | Tournee                        | TABLE      | [NULL]  |
 superdvlp   | Tournee_PieceJointe            | TABLE      | [NULL]  |
 superdvlp   | Tournee_Tiers                  | TABLE      | [NULL]  |
 superdvlp   | Type_Acte_Patrimoine           | TABLE      | [NULL]  |
 superdvlp   | Type_Activite                  | TABLE      | [NULL]  |
 superdvlp   | Type_Adresse                   | TABLE      | [NULL]  |
 superdvlp   | Type_Budget                    | TABLE      | [NULL]  |
 superdvlp   | Type_Carburant                 | TABLE      | [NULL]  |
 superdvlp   | Type_d_acte                    | TABLE      | [NULL]  |
 superdvlp   | Type_d_intervention            | TABLE      | [NULL]  |
 superdvlp   | Type_de_carburant              | TABLE      | [NULL]  |
 superdvlp   | Type_de_programmation          | TABLE      | [NULL]  |
 superdvlp   | Type_de_projet                 | TABLE      | [NULL]  |
 superdvlp   | Type_de_voie                   | TABLE      | [NULL]  |
 superdvlp   | Type_Dotation                  | TABLE      | [NULL]  |
 superdvlp   | Type_Equipement                | TABLE      | [NULL]  |
 superdvlp   | Type_Frais                     | TABLE      | [NULL]  |
 superdvlp   | Type_Heure                     | TABLE      | [NULL]  |
 superdvlp   | Type_Heure_Absence             | TABLE      | [NULL]  |
 superdvlp   | Type_InfractionContravention   | TABLE      | [NULL]  |
 superdvlp   | Type_nature_comptable          | TABLE      | [NULL]  |
 superdvlp   | Type_Patrimoine                | TABLE      | [NULL]  |
 superdvlp   | Type_Tiers                     | TABLE      | [NULL]  |
 superdvlp   | Type_Vignette                  | TABLE      | [NULL]  |
 superdvlp   | TypeValeurCaracteristique      | TABLE      | [NULL]  |
 superdvlp   | Typologie                      | TABLE      | [NULL]  |
 superdvlp   | Utilisateur                    | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_action             | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_affectation        | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlerteContrat      | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlerteContratLoc   | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlerteControle     | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlerteLot          | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlerteMarche       | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlertePermisFormat | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlertePersonnel    | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_AlerteStockMini    | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_Collectivite       | TABLE      | [NULL]  |
 superdvlp   | utilisateur_configuration      | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_menu               | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_menu_personnalise  | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_module             | TABLE      | [NULL]  |
 superdvlp   | Utilisateur_parametre          | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationBudget   | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationDomaine  | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationFamille  | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationListPat  | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationMagasin  | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationNatPat   | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationTiers    | TABLE      | [NULL]  |
 superdvlp   | UtilisateurAffectationTypPat   | TABLE      | [NULL]  |
 superdvlp   | UtilisateurPicConnexion        | TABLE      | [NULL]  |
 superdvlp   | UtilisateursConnectes          | TABLE      | [NULL]  |
 superdvlp   | V_hicule                       | TABLE      | [NULL]  |
 superdvlp   | V_hicule_Historique            | TABLE      | [NULL]  |
 superdvlp   | V_hicule_Parc                  | TABLE      | [NULL]  |
 superdvlp   | V_hicule_Propri_taire          | TABLE      | [NULL]  |
 superdvlp   | Vacances_scolaire              | TABLE      | [NULL]  |
 superdvlp   | ValeurStock_Historique         | TABLE      | [NULL]  |
 sys         | trace_xe_action_map            | TABLE      | [NULL]  |
 sys         | trace_xe_event_map             | TABLE      | [NULL]  |
-------------+--------------------------------+------------+---------+
570 Tables found.
-- close spool at Sat Oct 28 23:43:23 CEST 2017
